id,courses_title,degree_field,exp_duration,url,skills,skill_1,skill_2,skill_3,cert_titles,exp_group
xschen,"['computer animation simulation', 'data mining', 'introduction game design', 'mobile game development', 'neural fuzzy systems', 'topics discrete mathematics']","['Computer Science and Engineering', 'Electrical Engineering and Electronics', 'Computational Mathematics and Engineering']",168,https://www.linkedin.com/in/xschen,"['Text', 'Computer', 'Data']",text classification,computer vision,data annotation,"['AWS Cloud Technical Essentials', 'R Programming', 'AWS Fundamentals: Building Serverless Applications', 'Natural Language Processing with Probabilistic Models', 'The Data Scientist’s Toolbox', 'Introduction to Deep Learning', 'A Crash Course in Causality: Inferring Causal Effects from Observational Data', 'Analyze Datasets and Train ML Models using AutoML', 'Bayesian Statistics: From Concept to Data Analysis', 'Build, Train, and Deploy ML Pipelines using BERT', 'Inferential Statistics', 'Natural Language Processing with Classification and Vector Spaces', 'Learning Hadoop', 'Apache Spark Essential Training', 'Machine Learning', 'AWS Certified Cloud Practitioner', 'AWS Certified Solutions Architect – Associate', 'AWS Certified Developer – Associate']",1
thewitness,[''],['Electrical Engineering and Electronics'],578,https://www.linkedin.com/in/thewitness,"['Server', 'Test', 'Cloud', 'Design']",server management,test automation,cloud architecture design,[],2
mick-warehime-46465597,[''],"['Machine Learning and Computer Vision', 'Chemical Engineering and Allied Sciences', 'Physical Sciences and Engineering', 'Chemical Sciences']",170,https://www.linkedin.com/in/mick-warehime-46465597,"['Data', 'NumPy', 'Asynchronous']",data manipulation,numpy basics,asynchronous programming,[],1
akankshashahi,"['computer architecture', 'programming techniques', 'vlsi design', 'cad communication networks', 'introduction computer security', 'data structures algorithms', 'digital logic system design', 'microcontroller its applications', 'semiconductor devices circuits', 'vlsi system design']","['Electrical Engineering and Electronics', 'Electrical Engineering and Electronics']",22,https://www.linkedin.com/in/akankshashahi,"['Sound', 'patching', 'JavaScript']",sound design,eurorack patching,javascript debugging,"['Computer Architecture & Organization', 'Integrated Circuit Design Methodology', 'Logic and Circuit Design']",0
alem-fitwi-53ba1a32,[''],"['Electrical and Computer Engineering', 'Electrical and Computer Engineering', 'Electrical and Computer Engineering']",300,https://www.linkedin.com/in/alem-fitwi-53ba1a32,"['Security', 'Compliance', 'Data']",security planning,compliance planning,data security,['Google Data Analytics Certificate'],2
akshat-agrawal-9b758518,[''],['Information and Telecommunication Technologies'],219,https://www.linkedin.com/in/akshat-agrawal1885,['Network'],network security,switching,routing,"['CCNA', 'Ericsson IP Network Associate and Professional']",1
sudweeks,[''],"['Information Systems Management and Technology', 'Management and Business']",261,https://www.linkedin.com/in/sudweeks,"['Incident', 'Assessment', 'Risk']",incident response,vulnerability assessment,risk management,"['Certified Information Systems Security Professional (CISSP)', 'Certified Information Systems Auditor (CISA)', 'security+']",2
litesh-sajnani-14154828,"['communication electronics', 'computer systems organisation', 'digital systems design - tools techniques', 'mixed signal integrated circuit design', 'mixed signal integrated circuit design', 'solid state processing integrated circuits laboratory', 'vlsi design system', 'vlsi system design']","['VLSI Engineering', 'Telecommunications and Electronics']",79,https://www.linkedin.com/in/liteshsajnani,"['Cybersecurity', 'Java', 'GUI']",cybersecurity fundamentals,java 8 migration,python gui development,['VLSI Design Course I'],0
pkuaaron,[''],"['Statistical Sciences', 'Information and Communication Technologies (ICT)', 'Statistical Sciences', 'Information Sciences and Engineering']",19,https://www.linkedin.com/in/pkuaaron,"['Object-oriented', 'Design', 'Thread']",object-oriented programming,design patterns,thread programming,"['Passed Level I of the CFA Program', 'SAS Certified Base Programmer for SAS9']",0
eirik-ogilvie-wigley-b2796362,"['1st year writing/rhetoric', 'abstract algebra 1', 'algorithms', 'analysis', 'analysis', 'analytic geometry/calc 2', 'analytic geometry/calc 3', 'computer science ii: data structures', 'computer systems', 'environmental systems 1 - climate/vegetation', 'environmental systems 2 - landscapes/water', 'general physics 1', 'general physics 2', 'hist us since 1865', 'hist/ancient philosophy', 'human-centered computing foundations', 'intermediate numerical analysis 1', 'intro differential equations with linear algebra', 'intro discrete mathematics', 'intro linear algebra', 'intro probability theory', 'intro theory numbers', 'ordinary differential equations', 'partial differential equations', 'philosophy women', 'principles programming languages', 'semester 1 theory', 'shakespeare non-majors', 'topics writing', 'world regional geography']",['Computational Mathematics and Engineering'],127,https://www.linkedin.com/in/eirik-ogilvie-wigley-b2796362,"['Java', 'JVM', 'Lambda']",java programming,jvm knowledge,lambda expressions,[],1
sean-cusack-0a8a9541,[''],"['Network and Computer Systems', 'Network and Computer Systems']",170,https://www.linkedin.com/in/sean-cusack-0a8a9541,"['Project', 'Software Testing and Quality Assurance', 'Integration']",project planning,penetration testing,integration testing,['SSCA'],1
marion-palaming-095568105,[''],['Mathematical Sciences'],408,https://www.linkedin.com/in/marion-palaming-095568105,"['CRM', 'process', 'Data Analytics Suite']",crm management,sales process automation,data analysis,['Biz Apps IcM Handling Guidance'],2
chengkaijiang,[''],"['Electrical and Computer Engineering', 'Electrical Engineering and Electronics']",25,https://www.linkedin.com/in/chengkaijiang,"['SPA', 'integration', 'Image']",spa development,vue.js/laravel integration,image processing,[],0
dana-monagan-7828a39,[''],['Humanities and Social Studies'],171,https://www.linkedin.com/in/dananmonagan,"['Write', 'copy', 'Create', 'visualizations', 'Produce', 'online']",write compelling copy,create data visualizations,produce engaging online content,"['Excel Essential Training (Office 365/Microsoft 365)', 'Writing with Proper Punctuation', 'How to Use LinkedIn Learning']",1
charanjithtr,[''],"['Analytics and Business Intelligence', 'Computer Science and Engineering']",64,https://www.linkedin.com/in/charanjithtr,"['Clustering', 'Supervised', 'Data']",clustering techniques,supervised learning,data modeling,['SAS Certified Base Programmer for SAS 9'],0
sandeep-p-singh,[''],"['Information Technology', 'Electrical and Computer Engineering']",191,https://www.linkedin.com/in/sandeep-p-singh,"['Web', 'service', 'and']",web development,web service development,concurrency and multithreading,"['Microsoft Hackathon 2020', 'Exam 744: Securing Windows Server 2016', 'MCSE: Core Infrastructure — Certified 2019', 'Exam 483: Programming in C#', 'Exam 740: Installation, Storage and Compute with Windows Server 2016', 'MCSA: Windows Server 2016 - Certified 2018', 'MTA: HTML5 Application Development Fundamentals - Certified 2018', 'MTA: Introduction to Programming Using Python - Certified 2018', 'MTA: Security Fundamentals - Certified 2018', 'Exam 741: Networking with Windows Server 2016', 'Exam 742: Identity with Windows Server 2016', 'MTA: Software Development Fundamentals', 'MTA: Networking Fundamentals 98-366']",1
kamath-avinash,"['artificial intelligence', 'big data systems analytics', 'computability', 'complexity algorithms', 'computer vision', 'data visual analytics', 'deep learning', 'machine learning', 'machine learning trading']","['Computer Science and Engineering', 'Computer Science and Engineering']",98,https://www.linkedin.com/in/kamath-avinash,"['Object', 'Recommendation', 'Efficient']",object recognition,recommendation algorithms,efficient coding,"['Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning', 'Machine Learning']",0
gomezmgaston,[''],[],4,https://www.linkedin.com/in/gomezmgaston,"['Process', 'Methodologies', 'Statistical']",process improvement,agile methodologies,statistical analysis,[],0
shravan-kumar-karipe-b7ab73115,[''],['Languages and Literature'],103,https://www.linkedin.com/in/shravan-kumar-karipe-b7ab73115,"['Data', 'Data', 'Machine']",data analysis,data visualization,machine learning,"['AWS Certified Developer – Associate', 'Splunk Core Certified Power User', 'Splunk Enterprise Certified Admin']",1
caleb-parsons,"['entrepreneurial management', 'intermediate statistics', 'spreadsheet analysis business', 'applied linear regression', 'business statistics', 'data wrangling visualization']",['Business and Finance Studies'],9,https://www.linkedin.com/in/caleb-parsons,"['Pandas', 'Extraction', 'Spark']",pandas optimization,data extraction,spark analysis,"['Access: VBA', 'Learning Python for Data Science, with Tim Fox and Elephant Scale', 'Learning VBA in Excel (2010)', 'Logistic Regression in R and Excel', 'Machine Learning with Python Track', 'Microsoft SQL Server 2016 Essential Training', 'SharePoint 2019 Essential Training: The Basics', 'SharePoint Online Essential Training: Beyond the Basics', 'Financial Forecasting in Python Course', 'Python for R Users Course', 'Intermediate Python for Data Science', 'Python Data Science Toolbox (Part 1)', 'Python Data Science Toolbox (Part 2)', 'Python Programming Track', 'pandas Foundations Course', 'Finance Basics in R Track', 'Intro to SQL for Data Science Course', 'Introduction to R for Finance Course', 'Writing Functions in R Course', 'Intro to Python for Data Science Course', 'Introduction to R Course']",0
waad-al-ani-12327814,"['training about bridge wave link installation maintenance', 'training at huawei iraq office about (gsm-bss) (20-10-2005).', 'training at huawei iraq office about beginner optical fiber sdh network (20-9-2007)']","['Electrical and Computer Engineering', 'Electrical and Computer Engineering']",193,https://www.linkedin.com/in/waad-al-ani-12327814,"['Wireless', 'Selenium', 'Domain']",wireless troubleshooting,selenium testing,domain management,['Certified from Huawei Telecommunication Company in north of Iraq in 18-NOV 2005 – July 2006.'],1
brian-lui-3aab0a3a,[''],['Computer Science and Engineering'],127,https://www.linkedin.com/in/brian-lui-3aab0a3a,"['Java', 'development', 'Python']",java development,servlet development,python programming,[],1
petrmoravsky,[''],['Computational Mathematics and Engineering'],140,https://www.linkedin.com/in/petrmoravsky,"['Web', 'Front-end', 'API']",web development,front-end design,api development,['Learning Python'],1
keith-wyss-76b10327,[''],['Computational Mathematics and Engineering'],145,https://www.linkedin.com/in/keith-wyss-76b10327,"['Data', 'manipulation', 'Data']",data analysis,data manipulation,data visualization,[],1
cmarenbach,[''],['Computer Science and Engineering'],166,https://www.linkedin.com/in/cmarenbach,"['Cloud', 'Container', 'Event']",cloud deployment,container orchestration,event streaming,"['Confronting Bias: Thriving Across Our Differences', 'Skills for Inclusive Conversations']",1
p-denver-bopaiah-81420710b,"['chemical engineering calculations', 'chemical engineering lab', 'chemical engineering thermodynamics', 'chemical reaction engineering', 'design analysis processing systems', 'designed stage separation process', 'electricity optics', 'engineering environmental sustainability', 'fluid dynamics', 'heat mass transfer', 'modern mechanics', 'organic chemistry', 'process dynamics controls', 'process safety management', 'statistical modelling quality enhancement', 'heat transmission', 'management engineering teams', 'mass transfer', 'mathematical modelling', 'polymer science engineering', 'viscous flow']","['Chemical Engineering and Allied Sciences', 'Chemical Engineering and Allied Sciences']",46,https://www.linkedin.com/in/p-denver-bopaiah-81420710b,"['Data', 'Improvement', 'Statistical']",data analysis,process improvement,statistical analysis,['Lean Six Sigma Green Belt'],0
hyung-yeon-lim-6a278748,[''],['Electrical Engineering and Electronics'],276,https://www.linkedin.com/in/theohylim,"['PC', 'IoT', 'Network']",pc troubleshooting,iot device management,5g network planning,['ISTQB'],2
